title	Type	Label	Cost Normal	Cost Hyper	Cost Another	SP DJ Points	DP DJ Points	SPB Unlocked	SPB Rating	SPB Lamp	SPB Letter	SPB EX Score	SPB Miss Count	SPB Note Count	SPB DJ Points	SPN Unlocked	SPN Rating	SPN Lamp	SPN Letter	SPN EX Score	SPN Miss Count	SPN Note Count	SPN DJ Points	SPH Unlocked	SPH Rating	SPH Lamp	SPH Letter	SPH EX Score	SPH Miss Count	SPH Note Count	SPH DJ Points	SPA Unlocked	SPA Rating	SPA Lamp	SPA Letter	SPA EX Score	SPA Miss Count	SPA Note Count	SPA DJ Points	SPL Unlocked	SPL Rating	SPL Lamp	SPL Letter	SPL EX Score	SPL Miss Count	SPL Note Count	SPL DJ Points	DPN Unlocked	DPN Rating	DPN Lamp	DPN Letter	DPN EX Score	DPN Miss Count	DPN Note Count	DPN DJ Points	DPH Unlocked	DPH Rating	DPH Lamp	DPH Letter	DPH EX Score	DPH Miss Count	DPH Note Count	DPH DJ Points	DPA Unlocked	DPA Rating	DPA Lamp	DPA Letter	DPA EX Score	DPA Miss Count	DPA Note Count	DPA DJ Points	DPL Unlocked	DPL Rating	DPL Lamp	DPL Letter	DPL EX Score	DPL Miss Count	DPL Note Count	DPL DJ Points
Spin the disc	Bits	Bits	6000	8500	4000	19.185	23.606									FALSE	5	NP	F	0	-	409		FALSE	7	NP	F	0	-	659		TRUE	8	FC	AAA	1279	1	674	1.91850000E+001									FALSE	7	NP	F	0	-	618		FALSE	10	EX	AAA	1628	13	900	2.36060000E+001																	
STILL IN MY HEART	Bits	Bits	4500	6500	10000	27.255	27.837									FALSE	5	NP	F	0	-	517		FALSE	7	NP	F	0	-	705		TRUE	9	FC	AAA	1817	0	971	2.72550000E+001									FALSE	4	NP	F	0	-	516		FALSE	6	NP	F	0	-	705		TRUE	11	HC	AA	2062	40	1286	2.78370000E+001									
still my words	Bits	Bits	4500	6500		17.3855	20.097									FALSE	4	NP	F	0	-	464		FALSE	6	EX	AAA	1199	2	619	1.73855000E+001																	FALSE	5	NP	F	0	-	437		FALSE	7	EX	AAA	1386	3	726	2.00970000E+001																	
sync	Bits	Bits	6500	8500	10500	33.69	31.465									FALSE	6	NP	F	0	-	549		FALSE	8	NP	F	0	-	982		TRUE	10	FC	AAA	2246	1	1204	3.36900000E+001									FALSE	7	NP	F	0	-	796		FALSE	9	NP	F	0	-	1030		TRUE	11	EX	AAA	2170	11	1208	3.14650000E+001									
V	Base	Base	0	0	0	39.9185	33.642									FALSE	5	NP	F	0	-	646		FALSE	10	FC	AAA	2448	0	1272		TRUE	12	EX	AAA	2753	6	1519	3.99185000E+001									FALSE	6	NP	F	0	-	757		FALSE	10	NP	F	0	-	1385		TRUE	11	HC	AA	2492	36	1504	3.36420000E+001									
sometime	Bits	Bits	4500	7000	8000	18.99	19.185									FALSE	4	NP	F	0	-	393		FALSE	6	NP	F	0	-	539		TRUE	8	FC	AAA	1266	2	672	1.89900000E+001									FALSE	5	NP	F	0	-	393		FALSE	8	NP	F	0	-	676		TRUE	8	FC	AAA	1279	6	693	1.91850000E+001									
LOVE AGAIN TONIGHT～for Mellisa mix～	Bits	Bits	4000	5000	3000	16.545	16.08									FALSE	4	NP	F	0	-	385		FALSE	5	NP	F	0	-	501		TRUE	6	FC	AAA	1103	0	561	1.65450000E+001									FALSE	4	NP	F	0	-	466		FALSE	5	FC	AAA	1072	0	555	1.60800000E+001																	
Time is money	Bits	Bits	3000	3000		8.94	9.285									FALSE	3	NP	F	0	-	308		FALSE	3	FC	AAA	596	0	327	8.94000000E+000																	FALSE	3	NP	F	0	-	317		FALSE	3	FC	AAA	619	1	327	9.28500000E+000																	
Estella	Bits	Bits	5000	8000		15.9	21.866									FALSE	4	NP	F	0	-	382		FALSE	6	FC	AAA	1060	1	559	1.59000000E+001																	FALSE	6	NP	F	0	-	567		FALSE	10	EX	AAA	1508	8	799	2.18660000E+001																	
INSERTiON	Bits	Bits	5000	7000	8000	23.085	20.454									FALSE	5	NP	F	0	-	452		FALSE	7	NP	F	0	-	664		TRUE	8	FC	AAA	1539	4	835	2.30850000E+001									FALSE	5	NP	F	0	-	445		FALSE	7	NP	F	0	-	595		TRUE	8	EX	AA	1461	7	850	2.04540000E+001									
THE SHINING POLARIS	Base	Base	0	0	0	22.995	17.8205									FALSE	5	NP	F	0	-	485		FALSE	7	NP	F	0	-	667		TRUE	8	FC	AAA	1533	0	799	2.29950000E+001									FALSE	6	NP	F	0	-	485		FALSE	8	EX	AAA	1229	5	665	1.78205000E+001																	
BALLAD FOR YOU～想いの雨～	Bits	Bits	4500	6500	3500	15.855	16.08									FALSE	4	NP	F	0	-	297		FALSE	5	NP	F	0	-	387		TRUE	7	FC	AAA	1057	0	537	1.58550000E+001									FALSE	5	NP	F	0	-	375		FALSE	8	FC	AAA	1072	1	546	1.60800000E+001																	
Blueberry Stream	Bits	Bits	6000	8000	9000	21.808	18.8055									FALSE	5	NP	F	0	-	429		FALSE	7	NP	F	0	-	770		TRUE	8	FC	AA	1504	5	846	2.18080000E+001									FALSE	7	NP	F	0	-	598		FALSE	9	NP	F	0	-	817		TRUE	10	HC	AA	1393	25	868	1.88055000E+001									
Buffalo	Bits	Bits	4500	7500	10000	25.065	21.8565									FALSE	5	NP	F	0	-	511		FALSE	7	NP	F	0	-	744		TRUE	10	FC	AAA	1671	7	932	2.50650000E+001									FALSE	4	NP	F	0	-	479		FALSE	8	NP	F	0	-	744		TRUE	10	HC	AA	1619	18	932	2.18565000E+001									
Colors (radio edit)	Bits	Bits	6000	9500	12000	32.4365	25.116									FALSE	6	NP	F	0	-	751		FALSE	9	NP	F	0	-	1011		TRUE	12	EX	AAA	2237	10	1258	3.24365000E+001									FALSE	6	NP	F	0	-	714		FALSE	10	NP	F	0	-	1099		TRUE	12	HC	A	1932	42	1255	2.51160000E+001									
fly through the night	Base	Base	0	0	0	24.915	23.604									FALSE	4	NP	F	0	-	452		FALSE	7	NP	F	0	-	688		TRUE	8	FC	AAA	1661	1	863	2.49150000E+001									FALSE	4	NP	F	0	-	452		FALSE	8	NP	F	0	-	688		TRUE	10	EX	AA	1686	16	981	2.36040000E+001									
Free Style	Bits	Bits	5500	6000	3500	18.075	15.5295									FALSE	5	NP	F	0	-	473		FALSE	6	NP	F	0	-	571		TRUE	7	FC	AAA	1205	0	664	1.80750000E+001									FALSE	6	NP	F	0	-	473		FALSE	6	EX	AAA	1071	1	579	1.55295000E+001																	
Frozen Ray (original mix)	Bits	Bits	5500	9000	9000	25.605	22.722									FALSE	6	NP	F	0	-	669		FALSE	9	NP	F	0	-	897		TRUE	9	FC	AAA	1707	0	909	2.56050000E+001									FALSE	5	EX	AAA	794	3	428		FALSE	9	NP	F	0	-	839		TRUE	9	EX	AA	1623	7	937	2.27220000E+001									
G2	Bits	Bits	7000	8000	11500	29.092	27.209									FALSE	8	NP	F	0	-	752		FALSE	9	NP	F	0	-	942		TRUE	11	EX	AA	2078	6	1188	2.90920000E+001									FALSE	6	NP	F	0	-	665		FALSE	7	EX	AAA	1535	3	830		TRUE	12	HC	A	2093	42	1377	2.72090000E+001									
L'amour et la liberte	Bits	Bits	5000	8000		22.935	21.0395									FALSE	5	NP	F	0	-	521		FALSE	8	FC	AAA	1529	0	811	2.29350000E+001																	FALSE	5	NP	F	0	-	521		FALSE	8	EX	AAA	1451	9	811	2.10395000E+001																	
Linus	Base	Base	0	0	0	31.005	27.864									FALSE	5	NP	F	0	-	489		FALSE	9	NP	F	0	-	789		TRUE	11	FC	AAA	2067	1	1105	3.10050000E+001									FALSE	5	NP	F	0	-	585		FALSE	9	NP	F	0	-	1007		TRUE	11	HC	AA	2064	39	1210	2.78640000E+001									
NEMESIS	Bits	Bits	6000	9500	11500	25.0125	19.695									FALSE	5	NP	F	0	-	524		FALSE	9	NP	F	0	-	839		TRUE	11	FC	AA	1725	3	973	2.50125000E+001									FALSE	7	NP	F	0	-	667		FALSE	10	HC	A	1515	35	977	1.96950000E+001	TRUE	12	F	B	1724	195	1367										
rottel-da-sun	Bits	Bits	5000	8000	5000	27.225	18.8065									FALSE	5	NP	F	0	-	417		FALSE	8	NP	F	0	-	692		TRUE	10	FC	AAA	1815	0	936	2.72250000E+001									FALSE	5	NP	F	0	-	418		FALSE	8	EX	AAA	1297	6	693	1.88065000E+001																	
route 80s	Bits	Bits	6500	9500	10500	21.615	20.385									FALSE	6	NP	F	0	-	457		FALSE	8	NP	F	0	-	614		TRUE	9	FC	AAA	1441	0	766	2.16150000E+001									FALSE	7	NP	F	0	-	562		FALSE	11	HC	AA	1309	18	765		TRUE	12	HC	AA	1510	32	900	2.03850000E+001									
Silhoette of My Mind	Bits	Bits	4500	6500		11.745	12.267									FALSE	4	NP	F	0	-	304		FALSE	6	FC	AAA	783	0	403	1.17450000E+001																	FALSE	5	NP	F	0	-	339		FALSE	7	EX	AAA	846	3	451	1.22670000E+001																	
Summer Vacation(CU mix)	Bits	Bits	7500	10500		24.7805	28.9845									FALSE	6	NP	F	0	-	667		FALSE	9	EX	AAA	1709	6	949	2.47805000E+001																	FALSE	9	NP	F	0	-	984		FALSE	12	HC	AA	2147	45	1328	2.89845000E+001																	
Take It Easy	Bits	Bits	6500	10500	5500	36.075	36.076									FALSE	7	NP	F	0	-	760		FALSE	10	NP	F	0	-	1229		TRUE	11	FC	AAA	2405	2	1282	3.60750000E+001									FALSE	6	NP	F	0	-	745		FALSE	11	EX	AAA	2488	12	1356	3.60760000E+001																	
VJ ARMY	Bits	Bits	5500	7000	9000	27	26.163									FALSE	6	NP	F	0	-	663		FALSE	7	NP	F	0	-	893		TRUE	8	FC	AAA	1800	2	972	2.70000000E+001									FALSE	5	NP	F	0	-	658		FALSE	7	NP	F	0	-	839		TRUE	10	HC	AA	1938	29	1138	2.61630000E+001									
こっちを向いてよ	Base	Base	0	0	0	19.32	23.6925									FALSE	5	NP	F	0	-	438		FALSE	6	NP	F	0	-	667		TRUE	7	FC	AAA	1288	0	703	1.93200000E+001									FALSE	6	NP	F	0	-	625		FALSE	9	NP	F	0	-	767		TRUE	11	HC	AA	1755	49	1127	2.36925000E+001									
電人イェーガーのテーマ (Theme of DENJIN J)	Bits	Bits	6500	8500		22.44	18.927									FALSE	5	NP	F	0	-	563		FALSE	7	FC	AAA	1496	0	796	2.24400000E+001																	FALSE	8	NP	F	0	-	700		FALSE	10	HC	AA	1402	19	835	1.89270000E+001																	
19,November	Bits	Bits	5000	6500	9000	25.875	27.579									FALSE	5	NP	F	0	-	560		FALSE	6	NP	F	0	-	733		TRUE	8	FC	AAA	1725	0	910	2.58750000E+001									FALSE	5	NP	F	0	-	589		FALSE	7	NP	F	0	-	733		TRUE	10	EX	AAA	1902	9	1045	2.75790000E+001									
SOMETHING WONDERFUL	Bits	Bits	5000	8000	10500	27.975	23.912									FALSE	6	NP	F	0	-	471		FALSE	8	NP	F	0	-	688		TRUE	10	FC	AAA	1865	1	1003	2.79750000E+001									FALSE	4	NP	F	0	-	458		FALSE	8	NP	F	0	-	690		TRUE	11	EX	AA	1708	6	1003	2.39120000E+001									
A	Bits	Bits	7000	10500	12000	32.7555	28.944									FALSE	6	NP	F	0	-	666		FALSE	10	NP	F	0	-	1111		TRUE	12	EX	AAA	2259	4	1260	3.27555000E+001									FALSE	8	NP	F	0	-	613		FALSE	11	HC	AA	1922	20	1119		TRUE	12	HC	AA	2144	36	1343	2.89440000E+001									
AVE DE RAPINA	Bits	Bits	7000	9000	4500	25.41	26.614									FALSE	6	NP	F	0	-	713		FALSE	8	NP	F	0	-	882		TRUE	9	FC	AAA	1694	1	934	2.54100000E+001									FALSE	8	NP	F	0	-	948		FALSE	10	EX	AA	1901	13	1113	2.66140000E+001																	
Bad Routine	Base	Base	0	0	0	27.15	28.739									FALSE	5	NP	F	0	-	522		FALSE	7	NP	F	0	-	716		TRUE	9	FC	AAA	1810	2	964	2.71500000E+001									FALSE	6	NP	F	0	-	566		FALSE	7	NP	F	0	-	716		TRUE	9	EX	AAA	1982	4	1042	2.87390000E+001									
BRING HER DOWN	Bits	Bits	6000	8500	4500	24.99	24.794									FALSE	5	NP	F	0	-	533		FALSE	7	NP	F	0	-	745		TRUE	9	FC	AAA	1666	0	900	2.49900000E+001									FALSE	7	NP	F	0	-	751		FALSE	10	EX	AA	1771	15	1010	2.47940000E+001																	
Burning Heat! (Full Option Mix)	Bits	Bits	4000	5000	8000	22.344	20.547									FALSE	4	NP	F	0	-	361		FALSE	5	NP	F	0	-	494		TRUE	7	FC	AAA	1399	2	755		TRUE	10	EX	AA	1596	12	931	2.23440000E+001	FALSE	4	NP	F	0	-	359		FALSE	5	NP	F	0	-	496		TRUE	9	EX	AAA	1408	14	789		TRUE	10	HC	AA	1522	35	945	2.05470000E+001	
CLOUDY MUSIC	Bits	Bits	5000	7500		17.445	16.0225									FALSE	5	NP	F	0	-	422		FALSE	7	FC	AAA	1163	1	620	1.74450000E+001																	FALSE	5	NP	F	0	-	422		FALSE	8	EX	AAA	1105	1	619	1.60225000E+001																	
D2R	Bits	Bits	5000	6000	4000	23.52	19.05									FALSE	5	NP	F	0	-	494		FALSE	6	NP	F	0	-	671		TRUE	8	FC	AAA	1568	0	823	2.35200000E+001									FALSE	5	NP	F	0	-	525		FALSE	6	FC	AAA	1270	0	665	1.90500000E+001																	
DESTINY	Bits	Bits	4500	6000	4000	26.775	19.1255									FALSE	5	NP	F	0	-	546		FALSE	6	NP	F	0	-	700		TRUE	8	FC	AAA	1785	0	925	2.67750000E+001									FALSE	4	NP	F	0	-	575		FALSE	6	EX	AAA	1319	1	700	1.91255000E+001																	
entrance	Bits	Bits	5500	8000	9500	24.375	30.1455									FALSE	5	NP	F	0	-	480		FALSE	8	NP	F	0	-	740		TRUE	9	FC	AAA	1625	0	845	2.43750000E+001									FALSE	6	NP	F	0	-	648		FALSE	8	NP	F	0	-	778		TRUE	10	EX	AAA	2079	10	1150	3.01455000E+001									
Glorious Days	Base	Base	0	0	0	12.975	12.267									FALSE	3	NP	F	0	-	262		FALSE	5	NP	F	0	-	411		TRUE	6	FC	AAA	865	0	463	1.29750000E+001									FALSE	6	NP	F	0	-	395		FALSE	7	EX	AAA	846	4	461	1.22670000E+001																	
Happy Wedding	Base	Base	0	0	0	25.41	25.0695									FALSE	6	NP	F	0	-	620		FALSE	7	NP	F	0	-	872		TRUE	8	FC	AAA	1694	1	940	2.54100000E+001									FALSE	6	NP	F	0	-	610		FALSE	8	NP	F	0	-	899		TRUE	10	HC	AA	1857	21	1061	2.50695000E+001									
i feel ...	Bits	Bits	4000	5000	3500	18.225	16.05									FALSE	4	NP	F	0	-	454		FALSE	5	NP	F	0	-	556		TRUE	7	FC	AAA	1215	0	626	1.82250000E+001									FALSE	4	NP	F	0	-	527		FALSE	5	FC	AAA	1070	0	556	1.60500000E+001																	
Let the Snow Paint Me	Bits	Bits	5000	6500	3500	18.345	15.5005									FALSE	4	NP	F	0	-	431		FALSE	6	NP	F	0	-	537		TRUE	7	FC	AAA	1223	0	624	1.83450000E+001									FALSE	6	NP	F	0	-	485		FALSE	7	EX	AAA	1069	5	559	1.55005000E+001																	
Love Me Do	Bits	Bits	5000	7000	4500	31.305	25.143									FALSE	5	NP	F	0	-	571		FALSE	7	NP	F	0	-	857		TRUE	9	FC	AAA	2087	0	1058	3.13050000E+001									FALSE	5	NP	F	0	-	577		FALSE	7	EX	AAA	1734	1	899	2.51430000E+001																	
Marmalade Reverie	Bits	Bits	5000	6000	8000	18.495	25.433									FALSE	4	NP	F	0	-	436		FALSE	5	NP	F	0	-	504		TRUE	7	FC	AAA	1233	0	638	1.84950000E+001									FALSE	6	NP	F	0	-	580		FALSE	7	EX	AAA	1326	9	704		TRUE	9	EX	AAA	1754	4	921	2.54330000E+001									
MAX 300	Bits	Bits	7000	10000		26.1	22.734									FALSE	8	NP	F	0	-	571		FALSE	10	EX	AAA	1800	3	982	2.61000000E+001																	FALSE	6	NP	F	0	-	566		FALSE	10	HC	AA	1684	33	982	2.27340000E+001																	
Spica	Base	Base	0	0	0	27.748	21.0565									FALSE	4	NP	F	0	-	328		FALSE	9	FC	AAA	1431	0	772		TRUE	11	EX	AA	1982	12	1167	2.77480000E+001									FALSE	3	FC	AAA	643	0	327		FALSE	9	NP	F	0	-	782		TRUE	12	EC	A	1831	71	1203	2.10565000E+001									
Tomorrow Perfume	Bits	Bits	6000	9500	10000	29.265	29.268									FALSE	6	NP	F	0	-	685		FALSE	9	NP	F	0	-	1000		TRUE	9	FC	AAA	1951	1	1085	2.92650000E+001									FALSE	6	NP	F	0	-	729		FALSE	10	NP	F	0	-	1212		TRUE	11	HC	AA	2168	34	1311	2.92680000E+001									
ZERO-ONE	Bits	Bits	5000	8500	10000	39.225	31.6305									FALSE	5	NP	F	0	-	556		FALSE	9	NP	F	0	-	874		TRUE	10	FC	AAA	2125	1	1132		TRUE	11	FC	AAA	2615	0	1448	3.92250000E+001	FALSE	5	NP	F	0	-	556		FALSE	8	NP	F	0	-	874		TRUE	10	EX	AA	2016	10	1169		TRUE	11	HC	AA	2343	30	1458	3.16305000E+001	
革命	Bits	Bits	6500	11000	11000	32.13	29.43									FALSE	6	NP	F	0	-	392		FALSE	10	NP	F	0	-	1004		TRUE	10	FC	AAA	2142	1	1183	3.21300000E+001									FALSE	7	NP	F	0	-	702		FALSE	12	HC	AA	1938	24	1209		TRUE	12	HC	AA	2180	55	1401	2.94300000E+001									
airflow	Base	Base	0	0	0	20.43	18.937									FALSE	3	FC	AAA	544	0	295		FALSE	5	NP	F	0	-	402		TRUE	7	FC	AAA	1362	0	721	2.04300000E+001									FALSE	3	NP	F	0	-	293		FALSE	6	FC	AAA	741	1	402		TRUE	7	EX	AAA	1306	6	721	1.89370000E+001									
ALL RIGHT	Bits	Bits	5500	8000	9500	23.325	22.359									FALSE	4	NP	F	0	-	446		FALSE	8	NP	F	0	-	658		TRUE	9	FC	AAA	1555	0	815	2.33250000E+001									FALSE	7	NP	F	0	-	501		FALSE	8	NP	F	0	-	720		TRUE	10	EX	AAA	1542	12	860	2.23590000E+001									
bit mania	Bits	Bits	4500	5500	4000	27.48	18.9									FALSE	4	NP	F	0	-	458		FALSE	5	NP	F	0	-	643		TRUE	8	FC	AAA	1832	1	934	2.74800000E+001									FALSE	5	NP	F	0	-	536		FALSE	6	FC	AAA	1260	1	643	1.89000000E+001																	
CELEBRATE NITE	Bits	Bits	5000	6500	8000	25.065	24.2295									FALSE	5	NP	F	0	-	471		FALSE	6	NP	F	0	-	591		TRUE	8	FC	AAA	1369	0	714		TRUE	10	FC	AAA	1671	0	875	2.50650000E+001	FALSE	5	NP	F	0	-	471		FALSE	7	NP	F	0	-	632		TRUE	8	FC	AAA	1360	0	731		TRUE	10	EX	AAA	1671	3	884	2.42295000E+001	
Colors -Y&Co. Eurobeat Remix-	Base	Base	0	0	0	31.935	28.7245									FALSE	5	NP	F	0	-	585		FALSE	9	NP	F	0	-	1029		TRUE	10	FC	AAA	2129	0	1100	3.19350000E+001									FALSE	6	NP	F	0	-	663		FALSE	10	NP	F	0	-	1068		TRUE	10	EX	AAA	1981	6	1100	2.87245000E+001									
DANCER	Bits	Bits	4000	5000	7500	20.565	23.316									FALSE	4	NP	F	0	-	444		FALSE	5	NP	F	0	-	522		TRUE	7	FC	AAA	1371	0	712	2.05650000E+001									FALSE	4	NP	F	0	-	547		FALSE	5	NP	F	0	-	634		TRUE	8	EX	AAA	1608	3	845	2.33160000E+001									
dissolve	Bits	Bits	5000	8000	4000	22.305	19.8795									FALSE	5	NP	F	0	-	491		FALSE	7	NP	F	0	-	658		TRUE	8	FC	AAA	1487	0	784	2.23050000E+001									FALSE	5	NP	F	0	-	574		FALSE	9	EX	AAA	1371	6	761	1.98795000E+001																	
dual control	Bits	Bits	4500	7500	9000	25.98	20.888									FALSE	5	NP	F	0	-	403		FALSE	7	NP	F	0	-	763		TRUE	9	FC	AAA	1732	1	961	2.59800000E+001									FALSE	4	NP	F	0	-	403		FALSE	8	NP	F	0	-	756		TRUE	9	EX	AA	1492	11	854	2.08880000E+001									
FLUTE MAN	Bits	Bits	4500	7000	8500	15.225	14.4275									FALSE	4	NP	F	0	-	299		FALSE	7	NP	F	0	-	465		TRUE	8	FC	AAA	1015	1	553	1.52250000E+001									FALSE	5	NP	F	0	-	376		FALSE	7	NP	F	0	-	472		TRUE	9	EX	AAA	995	2	553	1.44275000E+001									
Giudecca	Bits	Bits	4500	9500	11000	34.062	29.3085									FALSE	4	NP	F	0	-	470		FALSE	9	NP	F	0	-	1016		TRUE	11	EX	AA	2433	2	1381	3.40620000E+001									FALSE	5	NP	F	0	-	600		FALSE	10	NP	F	0	-	1129		TRUE	11	HC	AA	2171	36	1392	2.93085000E+001									
Hormiga obrera	Bits	Bits	5500	7500	8500	25.035	27.55									FALSE	5	NP	F	0	-	613		FALSE	7	NP	F	0	-	764		TRUE	8	FC	AAA	1669	1	913	2.50350000E+001									FALSE	6	NP	F	0	-	736		FALSE	8	NP	F	0	-	959		TRUE	9	EX	AAA	1900	6	1055	2.75500000E+001									
HYPER BOUNDARY GATE	Bits	Bits	6000	8000	9500	32.28	29.87									FALSE	6	NP	F	0	-	646		FALSE	8	NP	F	0	-	976		TRUE	9	FC	AAA	2152	1	1115	3.22800000E+001									FALSE	6	NP	F	0	-	636		FALSE	8	NP	F	0	-	955		TRUE	10	EX	AAA	2060	5	1115	2.98700000E+001									
jelly kiss	Bits	Bits	3000	5000	8000	18.555	17.6465									FALSE	4	NP	F	0	-	373		FALSE	5	NP	F	0	-	552		TRUE	8	FC	AAA	1237	0	656	1.85550000E+001									FALSE	2	NP	F	0	-	267		FALSE	5	NP	F	0	-	503		TRUE	8	EX	AAA	1217	7	682	1.76465000E+001									
LAB	Sub	TRI3	0	0	0	29.37	29.428									FALSE	5	NP	F	0	-	534		FALSE	9	NP	F	0	-	1029		TRUE	10	FC	AAA	1958	3	1075	2.93700000E+001									FALSE	5	FC	AAA	1036	1	547		FALSE	10	EX	AA	1791	6	1014		TRUE	11	EX	AA	2102	12	1255	2.94280000E+001									
LOVE IS ORANGE	Bits	Bits	4000	5500	8500	29.6525	31.78									FALSE	4	NP	F	0	-	399		FALSE	6	NP	F	0	-	519		TRUE	8	FC	AAA	1750	0	903		TRUE	10	EX	AAA	2045	2	1059	2.96525000E+001	FALSE	4	NP	F	0	-	456		FALSE	5	NP	F	0	-	570		TRUE	9	EX	AAA	1970	6	1034		TRUE	11	HC	AAA	2270	22	1243	3.17800000E+001	
Luv 2 Feel Your Body	Bits	Bits	5000	7500	9500	23.265	23.506									FALSE	4	NP	F	0	-	437		FALSE	6	NP	F	0	-	542		TRUE	9	FC	AAA	1551	1	839	2.32650000E+001									FALSE	6	EX	AAA	1030	6	552		FALSE	9	NP	F	0	-	703		TRUE	10	EX	AA	1679	10	945	2.35060000E+001									
memories	Bits	Bits	5000	9500	10000	32.445	29.781									FALSE	5	NP	F	0	-	578		FALSE	9	NP	F	0	-	1056		TRUE	9	FC	AAA	2163	0	1157	3.24450000E+001									FALSE	5	NP	F	0	-	578		FALSE	10	NP	F	0	-	1122		TRUE	11	HC	AA	2206	33	1274	2.97810000E+001									
murmur twins	Base	Base	0	0	0	33.12	27.3105									FALSE	5	NP	F	0	-	567		FALSE	9	NP	F	0	-	854		TRUE	11	FC	AAA	2208	1	1207	3.31200000E+001									FALSE	5	NP	F	0	-	589		FALSE	10	NP	F	0	-	924		TRUE	12	HC	AA	2023	34	1188	2.73105000E+001									
MUSIC TO YOUR HEAD	Bits	Bits	6000	7500	9000	24.015	20.636									FALSE	4	NP	F	0	-	415		FALSE	7	NP	F	0	-	743		TRUE	9	FC	AAA	1601	0	849	2.40150000E+001									FALSE	8	NP	F	0	-	628		FALSE	8	NP	F	0	-	769		TRUE	9	EX	AA	1474	11	849	2.06360000E+001									
OUTER LIMITS	Bits	Bits	3500	7000		18.465	15.109									FALSE	3	NP	F	0	-	334		FALSE	6	FC	AAA	1231	0	670	1.84650000E+001																	FALSE	4	NP	F	0	-	440		FALSE	8	EX	AAA	1042	8	572	1.51090000E+001																	
PLEASE DON'T GO	Base	Base	0	0	0	30.506	27.189									FALSE	5	NP	F	0	-	505		FALSE	7	NP	F	0	-	715		TRUE	12	EX	AA	2179	11	1251	3.05060000E+001									FALSE	4	NP	F	0	-	527		FALSE	9	NP	F	0	-	798		TRUE	10	HC	AA	2014	30	1188	2.71890000E+001									
rainbow flyer	Bits	Bits	4500	9500	11000	30.06	25.353									FALSE	5	NP	F	0	-	422		FALSE	9	NP	F	0	-	859		TRUE	11	FC	AAA	2004	1	1081	3.00600000E+001									FALSE	4	NP	F	0	-	424		FALSE	10	NP	F	0	-	931		TRUE	11	HC	AA	1878	39	1167	2.53530000E+001									
STAR DREAM	Bits	Bits	6000	7500	4500	20.55	19.0095									FALSE	5	NP	F	0	-	396		FALSE	7	NP	F	0	-	677		TRUE	9	FC	AAA	1370	0	725	2.05500000E+001									FALSE	7	NP	F	0	-	592		FALSE	8	EX	AAA	1311	5	731	1.90095000E+001																	
thunder	Bits	Bits	5500	8500	10000	26.55	25.83									FALSE	6	NP	F	0	-	609		FALSE	8	NP	F	0	-	817		TRUE	9	FC	AAA	1770	0	959	2.65500000E+001									FALSE	5	NP	F	0	-	608		FALSE	9	NP	F	0	-	944		TRUE	11	EX	AA	1845	17	1126	2.58300000E+001									
WAR GAME	Bits	Bits	4000	7500	10000	30.51	28.797									FALSE	4	NP	F	0	-	488		FALSE	8	NP	F	0	-	789		TRUE	10	FC	AAA	2034	0	1077	3.05100000E+001									FALSE	4	NP	F	0	-	496		FALSE	7	NP	F	0	-	820		TRUE	10	EX	AAA	1986	4	1044	2.87970000E+001									
World Wide Love	Bits	Bits	3500	5000	2500	16.47	16.26									FALSE	3	NP	F	0	-	353		FALSE	5	NP	F	0	-	526		TRUE	5	FC	AAA	1098	0	559	1.64700000E+001									FALSE	4	NP	F	0	-	454		FALSE	5	FC	AAA	1084	0	560	1.62600000E+001																	
xenon	Bits	Bits	5000	8500	11000	37.71	30.618									FALSE	5	NP	F	0	-	570		FALSE	9	NP	F	0	-	867		TRUE	11	FC	AAA	2514	0	1379	3.77100000E+001									FALSE	5	NP	F	0	-	563		FALSE	8	NP	F	0	-	865		TRUE	11	HC	AA	2268	46	1379	3.06180000E+001									
合体せよ！ストロングイェーガー！！	Bits	Bits	7000	8500		24.345	21.06									FALSE	6	NP	F	0	-	811		FALSE	7	FC	AAA	1623	0	879	2.43450000E+001																	FALSE	8	NP	F	0	-	822		FALSE	10	HC	AA	1560	14	879	2.10600000E+001																	
桜	Bits	Bits	7500	10000	12000	26.656	22.4775									FALSE	7	NP	F	0	-	541		FALSE	10	NP	F	0	-	819		TRUE	12	EX	AA	1904	14	1123	2.66560000E+001									FALSE	8	NP	F	0	-	605		FALSE	10	NP	F	0	-	819		TRUE	12	HC	AA	1665	33	1047	2.24775000E+001									
蒼い衝動	Bits	Bits	5000	6500	8500	23.04	20.619									FALSE	5	NP	F	0	-	468		FALSE	7	NP	F	0	-	694		TRUE	8	FC	AAA	1536	1	803	2.30400000E+001									FALSE	5	NP	F	0	-	524		FALSE	6	NP	F	0	-	685		TRUE	9	EX	AAA	1422	9	795	2.06190000E+001									
lower world	Bits	Bits	6500	9500	11000	31.1605	26.8245									FALSE	6	NP	F	0	-	706		FALSE	9	NP	F	0	-	979		TRUE	10	EX	AAA	2149	1	1144	3.11605000E+001									FALSE	7	NP	F	0	-	705		FALSE	10	NP	F	0	-	981		TRUE	12	HC	AA	1987	29	1254	2.68245000E+001									
